index,Title,Opinion,Place,Gender,Age,Country,Date,Label
1935,"""Es la atracción de Guanajuato que me gustó más""","""Entrar a un sitio histórico donde hace algunos años sucedió una de los movimientos ""clave"" para la independencia de México es espectacular. 
Está muy bien cuidado, muy limpio y la información en las distintas salas de exhibición es muy interesante y clara, tan clara que creo que no hace falta contratar a un guía pies todo está escrito.""",Alhóndiga,Male,44,México,12/07/2015,4
1936,"""Majestuoso inmueble""","""Bellísimo lugar con monumentales escaleras y puertas, desde su entrada principal hay una maravillosa vista de la ciudad, el color de la cantera es observable desde cualquier lugar de la ciudad un punto clave de visitar la ciudad.""",Universidad de Guanajuato,Male,20,México,12/08/2016,4
1937,"""Imperdible""","""La vista de la ciudad de Guanajuato desde este punto es imperdible, ya sea por la mañana o por la noche.""",Monumento Pípila,Female,31,Argentina,25/01/2017,4
1938,"""Visiten el Teatro Juárez""","""Afuera, hay ambiente agradable y familiar, con espectaculos buenos, adentro es una joya de arte en su arquitectura.""",Teatro Juárez,Female,40,México,09/08/2012,4
1939,"""Por fuera vale la pena""","""Es un espacio de mucho interés para caminarlo, tomar fotografías.... ahí mismo hay galerias y museos, como el alfredo dugés de naturaleza.""",Universidad de Guanajuato,Male,31,México,26/01/2016,4
1940,"""Visita obligada a la Alhóndiga""","""Museo con actividades, muy controlado, el costo mas alto de los museos de la plaza pero muy módico (65 pesos mexicanos) más 30 pesos por uso de fotografías y otro mas si quieres tomar video.""",Alhóndiga,Female,35,México,21/02/2018,4
1941,"""Visita obligada""","""Esta bien acondicionado, el sitio esta limpio y bien iluminado, las exhibiciones de las momias si están geniales, y cuando sabes la historia de por que están así, vale la pena admirarlas, las que se me hicieron 'fuertes' son las momias de los bebés, pero bien, el acceso es con el boleto y pasarlo por un láser. Puedes si quieres ahorrarte el vídeo que te ponen, y recorrerlo en 20 min.""",Museo de las Momias,Female,35,México,25/02/2016,4
1942,"""Presenciar el lugar de la tragedia""","""En este lugar se dio una de las batallas mas lamentables de la guerra de independencia. Dentro de la alhondiga se encontraban familias españolas. Las las cuales murieron cruelmente a manos de los indios a cargo de Hidalgo. El pararse frente a este imponente monumento e imaginarse los ríos de sangre de hombres y niños que tuvieron una muerte cruel es en verdad desgarrador.No vayas solamente a tomarte la foto. Observa y recrea estos hechos en tu mente para que así te des cuenta de la importancia de este lugar y porque no debe de ser olvidado. Y claro también aquí se dio la famosa historia del Pipila.""",Alhóndiga,Male,18,México,05/06/2018,4
1943,Lugar emblemático,"El museo en realidad no es muy grande, se recorre en 30-40 minutos, pero es uno de los lugares más emblemáticos de Guanajuato. La entrada cuesta 85 pesos mexicanos, por lo que es uno de los museos más caros de la zona, pero vale la pena visitarlo",Museo de las Momias,Female,-1,El Salvador,2019,4
1944,"""Muy lindo""","""El teatro hermoso pero desafortunadamente hay muchas áreas cerradas. Aún así vale la pena visitarlo.""",Teatro Juárez,Female,29,Panamá,03/05/2014,4
1945,"""Histórica""","""Muy buena ubicación dentro de la ciudad, conviene escuchar la historia en voz de alguno de sus guías. Me gusto todo.""",Alhóndiga,Female,26,México,12/10/2012,4
1946,"""Un lugar agradable""","""Es un jardin muy lindo, donde hay muchos restaurantes con mesitas en terraza donde se puede desayunar, comer y cenar muy a gusto. Los precios no son economicos, pero tampoco son muy muy caros. Hay muchas banquitas tambien donde te puedes sentar a ver el paisaje, escuchar estudiantinas, comerte un elote o unas papas, etc.""",Jardín de la Unión,Female,42,México,18/04/2017,4
1947,"""Es perfecto para llevar recuerdos""","""Es un mercado tipico de cada Cd. en México, donde venden comida, frutas, verduras etc, pero en lo particular y comparando precios, es perfecto si deseas llevar un detalle a tus amigos y familiares, fue donde encontré pequeños detalles variados a costos accesibles, date una vuelta, lo que si es que la comida no la probé, evito comer en lugares asi, esto para poder conocer mas lugares en la ciudad, ademas de que como en todos los mercados, no parece muy higiénico.""",Mercado Hidalgo,Female,26,México,15/04/2016,4
1948,"""Bella vista y un poco de información""","""Cuando estás en el mirador vale la pena entrar al mini mini museo Pípila, un poco de información y arriba una vista bonita. Además es sumamente económico.""",Monumento Pípila,Female,23,Argentina,20/04/2015,4
1949,"""Excelente mirador""","""Nosotros contábamos con un guía llamado Angel Hdz. (grillo) él nos llevó en nuestro vehículo a éste lugar y solo nos tomamos las fotos compramos algunos su venir. Y continuamos sin problema.""",Monumento Pípila,Female,27,México,02/01/2015,4
1950,"""Muy bueno""","""Si no visitas este lugar es como no a ver visitado Guanajuato. Es indispensable. Solo le hace falta un poco mas de interacción.""",Museo de las Momias,Male,-1,México,19/11/2015,4
1951,"""Universidad de Guanajuato""","""Única en su tipo en México, por su belleza arquitectónica, tiene una explanada que cuenta con unas escaleras largas, hacia la entrada principal, donde se puede apreciar un paisaje sin igual.""",Universidad de Guanajuato,Male,46,México,04/01/2015,4
1952,"""Buena museografía y servicios, entorno descuidado por el municipio""","""Por el tema, impacto y falta de autorización de los protagonistas para ser exhibidos, este museo es para un público específico; sí ésta es la elección del grupo, excelente servicio, buena museografía y servicio muy profesional.""",Museo de las Momias,Male,54,México,17/07/2016,4
1953,"""Hermosa vista""","""Caminando, en camión o en el funicular, de cualquier manera puedes subir a este sitio, es hermosa la vista de la pintoresca ciudad, el Pípila es impresionante, es altamente concurrido así que no esperes una foto sin colados. Lo malo son los ambulantes molestos que parecen mosquitos y se enojan si no les compras.""",Monumento Pípila,Male,47,México,08/12/2016,4
1954,"""Bueno""","""El museo es bueno, algo caro pero bueno. Sus pasillos con las momias son tétricos y eso lo hace genial. Sólo que si quieres ir disfrutando sólo el lugar deja pasar los escandalosos grupos. Muy recomendable. Si vas a Guanajuato no puedes dejar de visitarlo.""",Museo de las Momias,Female,57,México,08/11/2016,4
1955,"""Hermosa""","""Se terminó de construir en 1696 , ubicada en la plaza de la paz. Con un estilo barroco pero que durante el siglo XIX fue reconstruido con elementos neoclásicos.""",Basilica Colegiata,Male,-1,México,26/01/2017,4
1956,"""El mito de Guanajuato""","""El monumento al Pípila se levanta en la parte más elevada de la ciudad, y es el símbolo de la independencia mexicana. Desde el monumento al que se puede acceder con un cable carril o caminando, se tiene la vista más linda de la ciudad. Les aseguro que se van a asombrar.""",Monumento Pípila,Female,65,Argentina,23/04/2015,4
1957,"""Interesante""","""Es interesante ver que todas las momias que ahí se exhiben fueron momificadas por un proceso natural debido al subsuelo del panteón.""",Museo de las Momias,Male,31,México,18/07/2013,4
1958,"""Espectacular vista""","""Grandioso desde la subida la vista la altura y sobre todo el ejercicio que haces al llegar por qué se conecta todos los callejones.""",Monumento Pípila,Male,57,Paraguay,04/10/2016,4
1959,"""Para románticos""","""Si estas en Guanajuato con tu pareja o eres de esas personas que viven enamoradas definitivamente debes visitar el callejón del beso, ahí se cuenta una de las leyendas más famosas de la ciudad, misma que puedes escuchar de boca de algún lugareño a cambio de una propina, solo te recomiendo ir sin prisas, si es que quieres inmortalizar tu visita con una buena foto a lado de tu persona amada.""",Callejón del Beso,Male,51,México,21/10/2015,4
1960,Interesante,"Un desafío subir los más de 80 escalones que tiene la Universidad, un edificio increíble hay q pasar a visitarlo en su viaje a Guanajuato",Universidad de Guanajuato,Female,-1,Argentina,2018,4
1961,"""Bonito siempre que no sea dia de fiesta""","""El jardín de la Unión es un punto obligatorio a visitar en Guanajuato. Es un buen lugar para huir del sol. Es agradable visitarlo siempre que no sea dia de fiesta como durante el Festival Cervantino cuando se llena de gente.""",Jardín de la Unión,Female,35,México,05/10/2015,4
1962,"""La mejor vista de Guanajuato""","""Se aprecia toda la arquitectura colonial y sus colores brillantes, así como los callejones y paisajes.""",Monumento Pípila,Female,40,Estados Unidos,15/08/2015,4
1963,"""Excelente mirador""","""Además de apreciar el monumento, se tiene el viaje en el funicular, y la impresionante vista de la ciudad.""",Monumento Pípila,Male,27,Uruguay,16/08/2015,4
1964,"""Hermoso templo""","""Nos tocó conocerla de noche, celebrándose de noche con una boda. La Iglesia toda iluminada me pareció muy bella.""",Basilica Colegiata,Male,30,México,15/02/2015,4
1965,Un lugar grato de recorrer.,"La forma en que ha crecido la casa de Diego Rivera, le brinda un toque lúdico a su recorrido, hay salas de diferentes tamaños y estilos en distintos niveles, la ubicación de la casa es excelente y el lugar cuenta con una energía muy grata. tuve la fortuna de estar ahí visitando una exposición del artista Celayense Jorge Ramlo. la cual por cierto me pareció verdaderamente brillante.",Casa de Diego Rivera,Male,-1,N/I,2017,4
1966,Un lindo recorrido,"Es una maravilla pasar por la historia y conocer un poco más de la vidad de uno de los mexicanos mas enigmaticos e importantes, es un deleit disfrutar las pinturas del artista y mucho más la platica del final, es triste que no cuenten con sus mejores obras, pero aun asi es una bella experiencia.",Casa de Diego Rivera,Male,-1,México,2017,4
1967,"""Me gustó su estilo moderno""","""Muy bonito, moderno y con información importante de cada una de sus obras,en una area del museo se exponen objetos personales , la habitación donde dormia, etc. en otras salas sus obras mas importantes, retratos de Frida , en general bien....deben visitarlo.""",Casa de Diego Rivera,Female,58,México,20/04/2015,4
1968,"""¡Buen lugar!""","""Un lugar con una excelente arquitectura, las lámparas, el estilo, ¡todo en si esta perfecto!Un teatro impresionante.""",Teatro Juárez,Female,27,México,03/01/2014,4
1969,"""Muy bonito teatro""","""Vale la pena entrar y disfrutar de la arquitectura de este hermoso sitio. Lo tienen muy bien coservado.""",Teatro Juárez,Male,61,México,31/07/2017,4
1970,"""Amor""","""El lugar más romántico de Guanajuato. Con una leyenda que cautiva, un colorido que embota los sentidos. Es fácil de llegar y completamente gratuito.""",Callejón del Beso,Male,52,México,26/07/2016,4
1971,"""De los más lindos""","""Hermoso teatro de los más bonitos de México, enfrente del Jardín de la Unión, data del porfiriato, hermosa arquitectura con sus estatuas en la cima, si tienes suerte podrías ver una obra de teatro gratis, es un icono de la ciudad.""",Teatro Juárez,Male,35,México,18/08/2017,4
1972,"""Muchas artesanías ""","""Nos gustó mucho debido a que es un lugar muy tradicional, con mucho colorido y buenos precios. La comida típica mexicana sabrosa. Antes de comprar recomiendo que procures recorrer la mayoría de los puestos para que compares precios. Sugiero que las autoridades pongan mayor atención a la limpieza del perímetro. Recuerda, es un mercado, no un mall; disfrutarás de lo pintoresco del lugar bajo esa perspectiva.""",Mercado Hidalgo,Male,-1,México,25/12/2016,4
1973,"""Bellísimo""","""Imperdible cuando uno visita Guanajuato , con una belleza arquitectónica interior y exterior realmente encantadora.""",Teatro Juárez,Male,67,Panamá,10/09/2014,4
1974,"""¡Súper vista!""","""Probablemente la mejor vista que puedes tener de la ciudad como un turista normal. Subir por el funicular cuesta 25 pesos y la vista es gratis.""",Monumento Pípila,Male,41,México,16/07/2017,4
1975,"""Maravilloso paseo""","""Es bastante agradable pasear por la ciudad de Guanajuato, cuando visitas este lugar es sencillamente extraordinario, conocer en forma viva los acontecimientos históricos que se registran y relatan en este lugar, descansas, escuchas las narraciones por los guías del lugar.""",Alhóndiga,Female,24,México,16/08/2012,4
